CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLBAJ100,"LOS CABOS SEG 22, 2 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,"-109,84290","22,90473",2012-2021,,,,,<10,Excelente,"5,75",Excelente,,,<3,Excelente,,,"99,7",Excelente,"99,35",Excelente,93,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ101,"LOS CABOS SEG 22, 1 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN LUCAS,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,"-109,86442","22,89880",2012-2021,,,,,<10,Excelente,"5,75",Excelente,,,<3,Excelente,,,"100,5",Excelente,"100,45",Excelente,"95,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ102,LOS CABOS 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN LUCAS,BAHIA SAN LUCAS,COSTERO,BAHIA,"-109,88604","22,89609",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"98,3",Excelente,"98,45",Excelente,94,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ103,LOS CABOS 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN LUCAS,BAHIA SAN LUCAS,COSTERO,BAHIA,"-109,89657","22,87694",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"96,2",Excelente,"93,8",Excelente,"89,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ104,BAHIA CABO SAN LUCAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN LUCAS,BAHIA SAN LUCAS,COSTERO,BAHIA,"-109,90250","22,88000",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"93,9",Excelente,"100,6",Excelente,"94,85",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ105,LOS CABOS 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN LUCAS,BAHIA SAN LUCAS,COSTERO,BAHIA,"-109,90540","22,88310",2012-2021,,,,,"11,5",Excelente,<3,Excelente,,,<3,Excelente,,,"92,25",Excelente,"90,185",Excelente,"85,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ106W2,LAGUNA TODOS SANTOS - CENTRO DE LA LAGUNA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,TODOS SANTOS,COSTERO,LAGUNA,"-110,23902","23,43930",2012-2021,"4,815",Buena calidad,"60,09",Contaminada,"51,43",Buena calidad,1860,Contaminada,"164,5",Buena calidad,31,Excelente,"98,7",Excelente,"107,1",Excelente,,,146,Contaminada,<1,No Toxico,"1,3",Toxicidad baja,"17,7",Toxicidad alta,"19,3",Toxicidad alta,<1,No Toxico,<1,No Toxico,Rojo,"DQO,CF,OD%F,TOX_S,TOX_F,",SI,NO,SI,NO,SI,SI,NO,NO,COSTERO
DLBAJ109,MANANTIAL SAN REGIS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,TODOS SANTOS,LÓTICO,ARROYO,"-110,22379","23,45805",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"4116,5",Contaminada,"160,5",Buena calidad,,,"76,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ112,AGUA CALIENTE II,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SANTIAGO,SANTIAGO,LÓTICO,ARROYO,"-109,80786","23,43995",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"501,5",Aceptable,<3,Excelente,,,"86,45",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLBAJ120,BOCA DE LA SIERRA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,SAN JOSE DEL CABO,LÓTICO,RÍO,"-109,82775","23,38890",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,459,Aceptable,10,Excelente,,,"93,425",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLBAJ120M1,BOCA DE LA SIERRA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,SAN JOSE DEL CABO,LÓTICO (HUMEDAL),ARROYO,"-109,82610","23,39128",2012-2021,<2,Excelente,"12,6",Buena calidad,<10,Excelente,173,Buena calidad,<3,Excelente,,,"91,4",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLBAJ121,HUMEDAL OASIS DE LA SIERRA EL PILAR 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LAS POCITAS-SAN HILARIO,HUMEDAL OASIS DE LA SIERRA EL PILAR 1,LÓTICO (HUMEDAL),ARROYO,"-110,95153","24,50289",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,4106,Contaminada,20,Excelente,,,"49,8",Aceptable,,,,,,,<1,No Toxico,"1,4",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ123,OASIS DE LA SIERRA EL PILAR 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LAS POCITAS-SAN HILARIO,CUERPO DE AGUA DEL HUMEDAL,LÓTICO (HUMEDAL),ARROYO,"-111,00268","24,46953",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,85,Excelente,<3,Excelente,,,"83,7",Excelente,,,,,,,<1,No Toxico,"1,9",Toxicidad moderada,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLBAJ124,MANANTIAL CADUAÑO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,SAN JOSE DEL CABO,LÓTICO (HUMEDAL),CANAL,"-109,77912","23,33700",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,5546,Contaminada,"109,5",Excelente,,,"75,7",Excelente,,,,,,,"1,1",Toxicidad baja,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ126,MANANTIAL SAN BARTOLO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SAN BARTOLO,SAN BARTOLO,LÓTICO,ARROYO,"-109,84545","23,73546",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2046,Contaminada,41,Excelente,,,"91,1",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ132,HUMEDAL LOS COMONDU 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDÚ,SANTO DOMINGO,HUMEDAL LOS COMONDU 1,LÓTICO (HUMEDAL),ARROYO,"-111,80531","26,06218",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2046,Contaminada,122,Excelente,,,"90,9",Excelente,,,,,,,"4,0",Toxicidad moderada,"1,7",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ133,ESTERO EL COYOTE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,ESTERO,COSTERO (HUMEDAL),ESTERO,"-113,46249","26,80955",2012-2021,,,,,16,Excelente,<3,Excelente,,,<3,Excelente,,,"85,6",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ134,ESTERO SAN JORGE LA POZA GRANDE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDÚ,SANTO DOMINGO,ESTERO,COSTERO,ESTERO,"-112,09347","25,69695",2012-2021,,,,,19,Excelente,36,Excelente,,,<3,Excelente,,,"93,4",Excelente,,,"101,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ135,HUMEDAL LOS COMONDU 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDÚ,SANTO DOMINGO,HUMEDAL LOS COMONDU 2,LÓTICO (HUMEDAL),ARROYO,"-111,83250","26,03686",2012-2021,<2,Excelente,"14,48",Buena calidad,<10,Excelente,2143,Contaminada,156,Buena calidad,,,"90,2",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ138,PARQUE NACIONAL BAHIA DE LORETO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO (HUMEDAL),BAHIA,"-111,23517","25,72330",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"99,3",Excelente,102,Excelente,"98,1",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ139,BAHIA DE LORETO 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO (HUMEDAL),BAHIA,"-111,25830","25,74527",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"104,4",Excelente,"106,4",Excelente,"104,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ140,"PLAYA JUNTO A PUERTO ESCONDIDO BCS SEG 24, 1 ISA8A",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,30427","25,80818",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"98,7",Excelente,"95,3",Excelente,"88,3",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ141,PARQUE NACIONAL BAHIA DE LORETO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,33986","25,87580",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"102,4",Excelente,"107,35",Excelente,"105,3",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ142,BAHIA CONCEPCION 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,BAHÍA CONCEPCIÓN,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,84848","26,66315",2012-2021,,,,,<10,Excelente,31,Excelente,,,<3,Excelente,,,107,Excelente,"108,4",Excelente,"104,5",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ142M1,BAHIA CONCEPCION 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,BAHÍA CONCEPCIÓN,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,84628","26,66305",2012-2021,,,,,<10,Excelente,"16,25",Excelente,,,<3,Excelente,,,"98,85",Excelente,"109,8",Excelente,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ143,BAHIA DE LORETO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,33105","25,83630",2012-2021,,,,,"12,25",Excelente,<3,Excelente,,,<3,Excelente,,,"100,2",Excelente,"104,2",Excelente,"97,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ144,BAHIA LORETO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO (HUMEDAL),BAHIA,"-111,33488","26,00486",2012-2021,,,,,13,Excelente,"46,5",Excelente,,,<3,Excelente,,,"97,1",Excelente,"104,1",Excelente,"104,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ145,BAHIA LORETO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,34405","26,02468",2012-2021,,,,,"10,5",Excelente,"20,5",Excelente,,,<3,Excelente,,,"90,6",Excelente,<10,Fuertemente contaminada,"105,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"OD%M,",ND,ND,SI,SI,ND,SI,NO,SI,COSTERO
DLBAJ146,PARQUE NACIONAL BAHIA DE LORETO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,32600","26,06100",2012-2021,,,,,12,Excelente,<3,Excelente,,,<3,Excelente,,,"98,4",Excelente,"114,5",Buena calidad,"114,2",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ147,BAHIA CONCEPCION 5,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,BAHÍA CONCEPCIÓN,GOLFO DE CALIFORNIA,COSTERO,BAHIA,"-111,77255","26,56365",2012-2021,,,,,<10,Excelente,98,Excelente,,,<3,Excelente,,,"96,7",Excelente,"100,3",Excelente,"128,2",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ151,BAHIA CONCEPCION 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,BAHÍA CONCEPCIÓN,BAHIA CONCEPCION,COSTERO,BAHIA,"-111,81470","26,62937",2012-2021,,,,,<10,Excelente,41,Excelente,,,<3,Excelente,,,"110,5",Buena calidad,"109,95",Excelente,"108,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ152,BAHIA CONCEPCION 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,BAHÍA CONCEPCIÓN,BAHIA CONCEPCION,COSTERO,BAHIA,"-111,88428","26,70713",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"101,35",Excelente,"83,3",Excelente,"91,815",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ153,BAHIA CONCEPCION 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,MULEGÉ,BAHIA CONCEPCION,COSTERO,BAHIA,"-111,93964","26,88707",2012-2021,,,,,"11,5",Excelente,10,Excelente,,,<3,Excelente,,,"97,715",Excelente,"98,4",Excelente,"105,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ154,RIO MULEGE (DESEMBOCADURA),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,MULEGÉ,TRANSICION RIO - MAR,COSTERO,BAHIA,"-111,95340","26,90020",2012-2021,,,,,"13,33",Excelente,86,Excelente,,,10,Excelente,,,"91,2",Excelente,"94,95",Excelente,"115,1",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ155,RIO MULEGE 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,MULEGÉ,RIO MULEGE,LÓTICO,ARROYO,"-111,98679","26,88692",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2064,Contaminada,20,Excelente,,,"98,8",Excelente,,,,,,,"1,4",Toxicidad moderada,"1,6",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ156,RIO MULEGE 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,MULEGÉ,RIO MULEGE,LÓTICO,ARROYO,"-111,98267","26,88867",2012-2021,<2,Excelente,"18,97",Buena calidad,<10,Excelente,2755,Contaminada,10,Excelente,,,88,Excelente,,,,,,,"2,8",Toxicidad moderada,"1,3",Toxicidad baja,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ159,"PLAYA SANTA ROSALIA SEG23, 2 ISA8A",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SANTA AGUEDA,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,"-112,26147","27,33785",2012-2021,,,,,12,Excelente,<3,Excelente,,,<3,Excelente,,,"88,2",Excelente,"85,7",Excelente,"81,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ160,"PLAYA SANTA ROSALIA SEG23, 1 ISA8A",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SANTA ROSALÍA,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,"-112,26933","27,35023",2012-2021,,,,,26,Buena calidad,750,Aceptable,,,<3,Excelente,,,"85,1",Excelente,"84,5",Excelente,"96,9",Excelente,,,,,,,,,<1,No Toxico,"1,8",Toxicidad moderada,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ163,LAGUNA SAN IGNACIO 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,"-113,16610","26,98749",2012-2021,,,,,"31,5",Buena calidad,20,Excelente,,,<3,Excelente,,,"95,6",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ164,LAGUNA SAN IGNACIO 5,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,"-113,17406","26,96917",2012-2021,,,,,32,Buena calidad,10,Excelente,,,<3,Excelente,,,"94,185",Excelente,,,"111,9",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ165,LAGUNA SAN IGNACIO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,"-113,14605","26,94383",2012-2021,,,,,"19,5",Excelente,"5,75",Excelente,,,<3,Excelente,,,"95,65",Excelente,,,"99,15",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ166,LAGUNA SAN IGNACIO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,"-113,14135","26,90280",2012-2021,,,,,"21,5",Excelente,<3,Excelente,,,<3,Excelente,,,"93,1",Excelente,,,"96,35",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ167,LAGUNA SAN IGNACIO 8,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,"-113,17136","26,87106",2012-2021,,,,,16,Excelente,<3,Excelente,,,<3,Excelente,,,"93,2",Excelente,"90,515",Excelente,"88,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ168,LAGUNA SAN IGNACIO 7,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,"-113,15000","26,78600",2012-2021,,,,,"14,5",Excelente,10,Excelente,,,<3,Excelente,,,"103,2",Excelente,"119,35",Buena calidad,"99,15",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ169,"PLAYA SANTA ROSALIA, EL BOLEO",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SANTA ROSALÍA,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,"-112,29330","27,37706",2012-2021,,,,,"13,3333",Excelente,<3,Excelente,,,<3,Excelente,,,"85,5",Excelente,"73,55",Excelente,"89,3",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ170,LAGUNA SAN IGNACIO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,TRANSICION LAGUNA - MAR,COSTERO (HUMEDAL),LAGUNA,"-113,27070","26,73620",2012-2021,,,,,"13,5",Excelente,<3,Excelente,,,<3,Excelente,,,"96,935",Excelente,"96,45",Excelente,"87,55",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ171,LAGUNA SAN IGNACIO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,"-113,26459","26,81313",2012-2021,,,,,"11,5",Excelente,<3,Excelente,,,<3,Excelente,,,"92,85",Excelente,"88,85",Excelente,"103,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ172,"LA BOCANA SEG18, 2 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,PUNTA EUGENIA,ESTERO,COSTERO,ESTERO,"-113,70728","26,78940",2012-2021,,,,,"11,6667",Excelente,<3,Excelente,,,<3,Excelente,,,86,Excelente,"84,9",Excelente,"91,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ173,"LA BOCANA SEG18, 1 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,PUNTA EUGENIA,ESTERO,COSTERO (HUMEDAL),ESTERO,"-113,65367","26,76086",2012-2021,,,,,"13,5",Excelente,<3,Excelente,,,<3,Excelente,,,"84,55",Excelente,"81,45",Excelente,"64,35",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ174,SAN JUANICO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDÚ,SAN IGNACIO,OCEANO PACIFICO,COSTERO,LAGUNA,"-112,47136","26,25615",2012-2021,,,,,"23,33",Excelente,<3,Excelente,,,<3,Excelente,,,"85,4",Excelente,"94,4",Excelente,"95,1",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ175,LAGUNA OJO DE LIEBRE 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,SAN LUIS,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,"-114,19292","27,75162",2012-2021,,,,,"11,5",Excelente,<3,Excelente,,,<3,Excelente,,,"86,75",Excelente,"81,4",Excelente,"85,65",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLBAJ176,LAGUNA OJO DE LIEBRE 5,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGÉ,VIZCAÍNO,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,"-114,28300","27,76011",2012-2021,,,,,"11,15",Excelente,<3,Excelente,,,<3,Excelente,,,"87,35",Excelente,"84,45",Excelente,"89,5",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
